assignee,components,created,creator,description,fixVersions,issuetype,key,priority,reporter,resolution,resolution.date,status.description,status.name,subtask,summary,updated,versions,watches
,"[<JIRA Component: name='server', id='12312382'>]",2016-08-23T09:33:35.000+0000,Rakesh Kumar Singh,"Scenario1 :-

Configure zookeeper for all but configure wrong ssl password
Start the zookeeper server, it starts fine. No logs that zookeeper is not started in ssl mode though it has not started in ssl mode but normal mode.
Try to connect with client, it will failed to connect in ssl port or normal port (as client is started in ssl mode)
Scenario 2:-

Configure the ssl port as 0 and start the server
The log level is in info saying not binding ..",[],Bug,ZOOKEEPER-2523,Minor,Rakesh Kumar Singh,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,No proper logging when zookeeper failed to start in ssl mode.,2016-08-23T09:33:35.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>]",1.0
,[],2016-08-23T09:12:32.000+0000,Rakesh Kumar Singh,By default we configure the clientPort as 2181 in zookeeper and secureClientPort as 3181 in SSL enable zookeeper. But when start the corresponding client (which is in ssl enabled mode) fails to connect because it is trying to connect 2181 in secure mode.,[],Bug,ZOOKEEPER-2522,Minor,Rakesh Kumar Singh,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,"Need to document that default ""secureClientPort"" for Client will be 2181 and not ""clientPort"" when starting in SSL enable mode",2016-08-23T09:12:32.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>]",1.0
,"[<JIRA Component: name='server', id='12312382'>]",2016-08-23T06:49:47.000+0000,Rakesh Kumar Singh,"space should be truncated while reading password for keystore/truststore which is required to configure while SSL enabled.
As of now if we configure the password with any heading/trailing space, the zookeeper server will fail to start.",[],Bug,ZOOKEEPER-2521,Minor,Rakesh Kumar Singh,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,space should be truncated while reading password for keystore/truststore which is required to configure while SSL enabled,2022-02-03T08:50:12.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>]",5.0
,"[<JIRA Component: name='security', id='12329414'>]",2016-08-23T06:44:34.000+0000,Rakesh Kumar Singh,"When enable SSL support we need to configure the keystore and truststore details and corresponding password in zkEnv.sh/bat file. Currenlty we can only pass plain password which is not accepted because of security issue.
We should provide the provision to handle the latest encryption mechanism to handle this.",[],Bug,ZOOKEEPER-2520,Major,Rakesh Kumar Singh,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,Zookeeper should accept and handle encrypted password (AES) which is required to be passed for keystore and truststore in case of SSL support,2016-08-23T06:44:34.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>]",3.0
Andrew Grasso,"[<JIRA Component: name='c client', id='12312380'>]",2016-08-22T12:45:36.000+0000,Andrew Grasso,"0 does not correspond to any of the defined states for the zookeeper handle, so a client should not expect to see this value. But in the function {{handle_error}}, we set {{zh->state = 0}}, which a client may then see. Instead, we should set our state to be {{ZOO_CONNECTING_STATE}}. 

At some point the code moved away from 0 as a valid state and introduced the defined states. This broke the fix to ZOOKEEPER-800, which checks if state is 0 to know if the handle has been created but has not yet connected. We now use {{ZOO_NOTCONNECTED_STATE}} to mean this, so the check for this in {{zoo_add_auth}} must be changed.

We saw this error in 3.4.6, but I believe it remains present in trunk.",[],Bug,ZOOKEEPER-2519,Major,Andrew Grasso,,,This issue is being actively worked on at the moment by the assignee.,In Progress,0.0,zh->state should not be 0 while handle is active,2016-09-22T18:36:09.000+0000,"[<JIRA Version: name='3.4.6', id='12323310'>]",3.0
Mohammad Arshad,[],2016-08-18T23:41:52.000+0000,Benjamin Jaton,"In ClientCnxnSocket.java the parsing of the system property is erroneous:

{code}packetLen = Integer.getInteger(
  clientConfig.getProperty(ZKConfig.JUTE_MAXBUFFER),
  ZKClientConfig.CLIENT_MAX_PACKET_LENGTH_DEFAULT
);{code}

Javadoc of Integer.getInteger states ""The first argument is treated as the name of a system property"", whereas here the value of the property is passed.

Instead I believe the author meant to write something like:

{code}packetLen = Integer.parseInt(
  clientConfig.getProperty(
    ZKConfig.JUTE_MAXBUFFER,
    String.valueOf(ZKClientConfig.CLIENT_MAX_PACKET_LENGTH_DEFAULT)
  )
);{code}
","[<JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2517,Blocker,Benjamin Jaton,Fixed,2016-12-30T22:02:36.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,jute.maxbuffer is ignored,2017-05-18T03:43:55.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",8.0
,"[<JIRA Component: name='c client', id='12312380'>]",2016-08-17T18:43:54.000+0000,Hadriel Kaplan,"The C-client has a function called {{calculate_interval()}} in {{zookeeper.c}}, whose purpose is to determine the number of milliseconds difference between a start and end time. 

Unfortunately its logic is invalid, if the number of microseconds of the end time happens to be less than the number of microseconds of the start time - which it will be about half the time, since the end time could be in the next second interval. Such a case would yield a very big negative number, making the function return an invalid value.

Instead of re-creating the wheel, the {{calculate_interval()}} should use the {{timersub()}} function from {{time.h}} if it's available - if it's not #define'd, then #define it. (it's a macro, and the source code for it is readily available)
",[],Bug,ZOOKEEPER-2516,Minor,Hadriel Kaplan,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,C client calculates invalid time interval for pings et al,2016-08-24T22:27:00.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>, <JIRA Version: name='3.4.8', id='12326517'>, <JIRA Version: name='3.5.0', id='12316644'>, <JIRA Version: name='3.5.1', id='12326786'>, <JIRA Version: name='3.6.0', id='12326518'>]",2.0
,[],2016-08-17T16:34:52.000+0000,Paul Millar,"While calling SessionTrackerImpl#shutdown does result in the thread eventually stopping, it takes up to expirationInterval (3 seconds, by default) for the thread to finally die.

Since the thread is not a daemon, this delays the shutdown of any application that makes use of ZooKeeper.

I believe the issue is simple to fix: if the shutdown method notified the thread from within object's monitor then this issue will be resolved.",[],Bug,ZOOKEEPER-2515,Major,Paul Millar,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,SessionTrackerImpl non-daemon thread slow to shutdown,2016-08-17T16:34:52.000+0000,"[<JIRA Version: name='3.4.6', id='12323310'>]",4.0
Mohammad Arshad,"[<JIRA Component: name='server', id='12312382'>]",2016-08-14T00:46:35.000+0000,Alexander Shraer,"In Learner.java there are exceptions being thrown in case majorChange = true, i.e., a reconfig is encountered in the stream of updates from the leader. There may be two problems in the way such exceptions are thrown:
1. important actions, e.g., processTxn, will not be done if an exception is thrown
2. its unclear that the learner will be able to continue where it left off in the process of syncing with the leader, if that sync is interrupted by an exception.

This requires further investigation. Whereas similar code in Follower and Observer is extensively tested, this code in Learner isn't tested as much. We could build on the test case developed in ZOOKEEPER-2172 to make sure this code works properly.",[],Bug,ZOOKEEPER-2513,Critical,Alexander Shraer,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,majorChange exceptions during leader sync,2016-09-05T23:02:57.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",4.0
Ted Dunning,[],2016-08-10T23:50:38.000+0000,Ted Dunning,"junit.framework.Assert is deprecated. The code should use org.junit.Assert instead.

Patch coming shortly.",[],Bug,ZOOKEEPER-2510,Major,Ted Dunning,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,org.apache.zookeeper.server.NettyServerCnxnTest uses wrong import for junit,2022-02-03T08:50:19.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>, <JIRA Version: name='3.5.2', id='12331981'>]",1.0
Ted Dunning,[],2016-08-10T04:55:36.000+0000,Ted Dunning,"The Netty connection handling logic fails to clean up watches on connection close. This causes memory to leak.

I will have a repro script available soon and a fix. I am not sure how to build a unit test since we would need to build an entire server and generate keys and such. Advice on that appreciated.

","[<JIRA Version: name='3.9.0', id='12351304'>]",Bug,ZOOKEEPER-2509,Major,Ted Dunning,,,A patch for this issue has been uploaded to JIRA by a contributor.,Patch Available,0.0,Secure mode leaks memory,2022-02-03T08:36:25.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>, <JIRA Version: name='3.5.2', id='12331981'>]",6.0
Ling Mao,"[<JIRA Component: name='server', id='12312382'>]",2016-08-05T16:01:00.000+0000,Michael Han,"In ZK documentation, we have:

""The myid file consists of a single line containing only the text of that machine's id. So myid of server 1 would contain the text ""1"" and nothing else. The id must be unique within the ensemble and should have a value between 1 and 255.""

This however is not enforced in code, which should be fixed either in documentation that we remove the restriction of the range 1-255 or in code we enforce such constraint.
 Discussion thread:
 [http://zookeeper-user.578899.n2.nabble.com/Is-myid-actually-limited-to-1-255-td7581270.html]

 ",[],Bug,ZOOKEEPER-2503,Major,Michael Han,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,do a hard constraints on the number of myid which must between 0 and 255,2019-04-21T11:06:02.000+0000,"[<JIRA Version: name='3.4.9', id='12334700'>, <JIRA Version: name='3.5.2', id='12331981'>, <JIRA Version: name='3.4.11', id='12339207'>]",8.0
Abraham Fine,[],2016-08-03T15:39:05.000+0000,Abraham Fine,,"[<JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2500,Major,Abraham Fine,Fixed,2016-08-05T21:07:20.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Fix compilation warnings for CliException classes,2017-05-18T03:44:04.000+0000,"[<JIRA Version: name='3.5.3', id='12335444'>]",3.0
Michael Han,"[<JIRA Component: name='c client', id='12312380'>]",2016-08-03T05:01:14.000+0000,Michael Han,"In C client, we use reference counting to decide if a given zh handle can be destroyed or not. This requires we always make sure to call api_prolog (which increment the counter) and api_epilog (which decrease the counter) in pairs, for a given call context. 

In zookeeper_process, there is a place where the code will return without invoking api_epilog, which would lead to potential zh resource leak.","[<JIRA Version: name='3.4.9', id='12334700'>, <JIRA Version: name='3.5.3', id='12335444'>]",Bug,ZOOKEEPER-2498,Major,Michael Han,Fixed,2016-08-03T18:22:01.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Potential resource leak in C client when processing unexpected / out of order response,2016-09-04T05:27:18.000+0000,"[<JIRA Version: name='3.4.8', id='12326517'>, <JIRA Version: name='3.5.2', id='12331981'>]",4.0
,[],2016-08-01T07:52:39.000+0000,Kazuaki Banzai,"If a client tries to execute some illegal operations inside a transaction, ZooKeeper throws an exception.

Some exceptions such as NodeExistsException should have a path to indicate where the exception occurred.
ZooKeeper clients can get the path by calling method getPath.
However, this method returns null if the exception occurs inside a transaction.
For example, when a client calls create /a and create /a in a transaction,
ZooKeeper throws NodeExistsException but getPath returns null.
In normal operation (outside transactions), the path information is set correctly.
The patch only shows this bug occurs with NoNode exception and NodeExists exception,
but this bug seems to occur with any exception which needs a path information:
When an error occurred in a transaction, ZooKeeper creates an ErrorResult instance to represent error result.

However, the ErrorResult class doesn't have a field for a path where an error occurred(See src/java/main/org/apache/zookeeper/OpResult.java for more details).",[],Bug,ZOOKEEPER-2496,Major,Kazuaki Banzai,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,"When inside a transaction, some exceptions do not have path information set.",2016-09-27T12:24:08.000+0000,"[<JIRA Version: name='3.4.8', id='12326517'>, <JIRA Version: name='3.5.1', id='12326786'>]",7.0
,"[<JIRA Component: name='leaderElection', id='12312378'>, <JIRA Component: name='server', id='12312382'>]",2016-07-31T20:51:46.000+0000,Ramnatthan Alagappan,"ZooKeeper cluster completely stalls with *no* transactions making progress when a storage related error (such as *ENOSPC, EDQUOT, EIO*) is encountered by the current *leader*. 

Surprisingly, the same errors in some circumstances cause the node to completely crash and therefore allowing other nodes in the cluster to become the leader and make progress with transactions. Interestingly, the same errors if encountered while initializing a new log file causes the current leader to go to weird state (but does not crash) where it thinks it is the leader (and so does not allow others to become the leader). *This causes the entire cluster to freeze. *

Here is the stacktrace of the leader:

------------------------------------------------

2016-07-11 15:42:27,502 [myid:3] - INFO  [SyncThread:3:FileTxnLog@199] - Creating new log file: log.200000001
2016-07-11 15:42:27,505 [myid:3] - ERROR [SyncThread:3:ZooKeeperCriticalThread@49] - Severe unrecoverable error, from thread : SyncThread:3
java.io.IOException: Disk quota exceeded
	at java.io.FileOutputStream.writeBytes(Native Method)
	at java.io.FileOutputStream.write(FileOutputStream.java:345)
	at java.io.BufferedOutputStream.flushBuffer(BufferedOutputStream.java:82)
	at java.io.BufferedOutputStream.flush(BufferedOutputStream.java:140)
	at org.apache.zookeeper.server.persistence.FileTxnLog.append(FileTxnLog.java:211)
	at org.apache.zookeeper.server.persistence.FileTxnSnapLog.append(FileTxnSnapLog.java:314)
	at org.apache.zookeeper.server.ZKDatabase.append(ZKDatabase.java:476)
	at org.apache.zookeeper.server.SyncRequestProcessor.run(SyncRequestProcessor.java:140)

------------------------------------------------

From the trace and the code, it looks like the problem happens only when a new log file is initialized and only when there are errors in two cases:

1. Error during the append of *log header*.
2. Error during *padding zero bytes to the end of the log*.
 
If similar errors happen when writing some other blocks of data, then the node just completely crashes allowing others to be elected as a new leader. These two blocks of the newly created log file are special as they take a different error recovery code path -- the node does not completely crash but rather certain threads are killed but supposedly the quorum holding thread stays up thereby preventing others to become the new leader.  This causes the other nodes to think that there is no problem with the leader but the cluster just becomes unavailable for any subsequent operations such as read/write. ",[],Bug,ZOOKEEPER-2495,Major,Ramnatthan Alagappan,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,"Cluster unavailable on disk full(ENOSPC), disk quota(EDQUOT), disk write error(EIO) errors",2020-04-16T12:01:26.000+0000,"[<JIRA Version: name='3.4.8', id='12326517'>]",5.0
Abraham Fine,"[<JIRA Component: name='documentation', id='12312422'>]",2016-07-28T19:35:27.000+0000,Abraham Fine,[~rakeshr] mades this suggestion in ZOOKEEPER-2477 and I thought this was worth implementing in its own jira,[],Bug,ZOOKEEPER-2494,Major,Abraham Fine,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,"reword documentation to say ""a simple shell to execute file-like operations"" instead of ""a shell in which to execute simple file-system-like operations""",2022-02-03T08:50:26.000+0000,"[<JIRA Version: name='3.4.8', id='12326517'>, <JIRA Version: name='3.5.2', id='12331981'>]",2.0
spooky000,[],2016-07-28T02:09:40.000+0000,spooky000,"gethostname return error before Win32WSAStartup on windows.

in log_env function.
gethostname(buf, sizeof(buf));
LOG_INFO(LOGCALLBACK(zh), ""Client environment:host.name=%s"", buf);

buf will be uninitialized buffer.
","[<JIRA Version: name='3.9.0', id='12351304'>]",Bug,ZOOKEEPER-2492,Trivial,spooky000,,,A patch for this issue has been uploaded to JIRA by a contributor.,Patch Available,0.0,gethostname return error before Win32WSAStartup on windows.,2022-02-03T08:36:22.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",2.0
Andrew Schwartzmeyer,"[<JIRA Component: name='c client', id='12312380'>]",2016-07-28T01:59:14.000+0000,spooky000,"Visual Studio 2015  supports snprintf.
#define snprintf _snprintf throw error.
","[<JIRA Version: name='3.5.4', id='12340141'>]",Bug,ZOOKEEPER-2491,Minor,spooky000,Duplicate,2017-07-27T22:03:54.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,C client build error in vs 2015 ,2019-12-19T23:01:51.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",4.0
spooky000,"[<JIRA Component: name='c client', id='12312380'>]",2016-07-27T06:17:10.000+0000,spooky000,"in addrvec_contains function
this memcmp always return false on windows release build.

for (i = 0; i < avec->count; i++)
{
    if(memcmp(&avec->data[i], addr, INET_ADDRSTRLEN) == 0)
        return 1;
}

because..
#define INET_ADDRSTRLEN  16 on linux.
#define INET_ADDRSTRLEN  22 on windows.




","[<JIRA Version: name='3.7.0', id='12346617'>, <JIRA Version: name='3.6.1', id='12346764'>, <JIRA Version: name='3.5.8', id='12346950'>]",Bug,ZOOKEEPER-2490,Major,spooky000,Duplicate,2020-04-14T10:01:14.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,infinitely connect on windows,2020-05-11T15:41:06.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",3.0
gaoshu,"[<JIRA Component: name='server', id='12312382'>]",2016-07-25T23:05:44.000+0000,Michael Han,"Access to shuttingDownLE in QuorumPeer is not synchronized here:

https://github.com/apache/zookeeper/blob/3c37184e83a3e68b73544cebccf9388eea26f523/src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java#L1066
https://github.com/apache/zookeeper/blob/3c37184e83a3e68b73544cebccf9388eea26f523/src/java/main/org/

The access should be synchronized as the same variable might be accessed 
in QuormPeer::restartLeaderElection, which is synchronized.",[],Bug,ZOOKEEPER-2488,Major,Michael Han,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,Unsynchronized access to shuttingDownLE in QuorumPeer,2022-02-03T08:50:15.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",5.0
,"[<JIRA Component: name='quorum', id='12312379'>]",2016-07-19T11:11:39.000+0000,Kerem Yazici,"We have 5 node ensemble setup in our tst environment and we are seeing the error below on two of the nodes. We have 3 nodes on the first data centre and 2 nodes on the second data centre and all of them are managed by exhbitor.

The problem is that the nodes from the same data centres cannot talk to the leader node on the same data centre but can talk to the other nodes without any issue. 

If I bounce the leader node to force another node to get elected then the other nodes that are on the same data centre start throwing the below exception.

I'm sure the problem is with the dns name resolution but I would like to understand how zookeeper resolves these dns names and what might be the issue here so I can go back to our unix team and get this fixed.


{code}
2016-07-19 10:48:54,711 [myid:4] - WARN  [WorkerSender[myid=4]:QuorumCnxManager@400] - Cannot open channel to 5 at election address server1.dns.name/192.168.1.3:4882
java.net.ConnectException: Connection refused
        at java.net.PlainSocketImpl.socketConnect(Native Method)
        at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:350)
        at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:206)
        at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:188)
        at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
        at java.net.Socket.connect(Socket.java:589)
        at org.apache.zookeeper.server.quorum.QuorumCnxManager.connectOne(QuorumCnxManager.java:381)
        at org.apache.zookeeper.server.quorum.QuorumCnxManager.toSend(QuorumCnxManager.java:354)
        at org.apache.zookeeper.server.quorum.FastLeaderElection$Messenger$WorkerSender.process(Fast       LeaderElection.java:452)
        at org.apache.zookeeper.server.quorum.FastLeaderElection$Messenger$WorkerSender.run(FastLead       erElection.java:433)
        at java.lang.Thread.run(Thread.java:745)

{code}



{code:title=zoo.cfg|borderStyle=solid}
#Auto-generated by Exhibitor - Fri Jul 15 11:30:52 BST 2016
#Fri Jul 15 11:30:52 BST 2016
server.2=server2.dns.name\:4881\:4882\:observer
autopurge.purgeInterval=4
server.1=server1.dns.name\:4881\:4882
initLimit=50
syncLimit=2
clientPort=4880
tickTime=2001
server.5=server5.dns.name\:4881\:4882
dataDir=/opt/app/datafabric/data/zookeeper
server.4=server4.dns.name\:4881\:4882
dataLogDir=/path/to/datalogdir
server.3=server3.dns.name\:4881\:4882
~
{code}",[],Bug,ZOOKEEPER-2480,Minor,Kerem Yazici,Not A Problem,2016-07-19T15:45:23.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,"Exhibitor and zookeeper, Cannot open channel to x at election address",2016-07-19T15:45:23.000+0000,"[<JIRA Version: name='3.4.8', id='12326517'>]",1.0
Flavio Paiva Junqueira,"[<JIRA Component: name='documentation', id='12312422'>]",2016-07-19T01:12:01.000+0000,Richard Shaw,"There's a duplicate 'the' on the Zookeeper wiki
Zab in words

Phase 1: Establish an epoch
4.1",[],Bug,ZOOKEEPER-2478,Trivial,Richard Shaw,Fixed,2016-07-19T05:02:13.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,Duplicate 'the' on Zab in words Wiki page,2019-01-31T13:48:21.000+0000,[],4.0
Abraham Fine,"[<JIRA Component: name='documentation', id='12312422'>]",2016-07-17T17:09:30.000+0000,Patrick D. Hunt,"The documentation tends to refer to the c cli shell when citing examples of how to interact with ZK, rather than using the Java cli shell. Given the Java cli is much better maintained and more featureful the docs should refer to that instead. Also the c cli was originally meant to be a sample/example of c client usage rather than a true cli tool.","[<JIRA Version: name='3.4.9', id='12334700'>, <JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2477,Major,Patrick D. Hunt,Fixed,2016-07-29T22:02:35.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,documentation should refer to Java cli shell and not C cli shell,2016-09-04T05:28:45.000+0000,"[<JIRA Version: name='3.4.8', id='12326517'>, <JIRA Version: name='3.5.2', id='12331981'>]",5.0
Alexander Shraer,"[<JIRA Component: name='quorum', id='12312379'>, <JIRA Component: name='server', id='12312382'>]",2016-07-16T00:25:52.000+0000,Jordan Zimmerman,"Contrary to the documentation, it is not possible to upgrade via reconfig a Participant+Observer cluster to a Participant+Participant cluster. KeeperException.NewConfigNoQuorum is thrown instead.

PrepRequestProcessor should recognize this special case and let it pass. Test will be enclosed shortly. I'll work on a fix as well, but I imagine that [~shralex] will want to look at it.",[],Bug,ZOOKEEPER-2476,Critical,Jordan Zimmerman,Not A Bug,2016-07-17T00:21:32.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,Not possible to upgrade via reconfig a Participant+Observer cluster to a Participant+Participant cluster,2016-07-17T00:21:32.000+0000,"[<JIRA Version: name='3.5.1', id='12326786'>]",2.0
Mohammad Arshad,"[<JIRA Component: name='build', id='12312383'>, <JIRA Component: name='documentation', id='12312422'>]",2016-07-14T14:06:05.000+0000,Mohammad Arshad,"Generate zookeeper api doc using {{ant javadoc}} command
open build/docs/api/index.html, ZKClientConfig is not present","[<JIRA Version: name='3.5.10', id='12349434'>, <JIRA Version: name='3.7.0', id='12346617'>]",Bug,ZOOKEEPER-2475,Major,Mohammad Arshad,Invalid,2021-01-07T10:59:41.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Include ZKClientConfig API in zoookeeper javadoc,2021-03-28T08:54:30.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",3.0
Ling Mao,"[<JIRA Component: name='java client', id='12312381'>]",2016-07-14T12:52:16.000+0000,Timothy James Ward,"The new constructors for ZooKeeper instances take a ZKClientConfig, which is great, however there is no way to reattach to an existing session.

New constructors should be added to allow passing a session id and password when using ZKClientConfig.

 ","[<JIRA Version: name='3.6.0', id='12326518'>, <JIRA Version: name='3.5.5', id='12343268'>]",Bug,ZOOKEEPER-2474,Major,Timothy James Ward,Fixed,2019-03-12T18:09:16.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,add a way for client to reattach to a session when using ZKClientConfig,2019-05-20T17:50:46.000+0000,"[<JIRA Version: name='3.5.2', id='12331981'>]",4.0
,"[<JIRA Component: name='server', id='12312382'>]",2016-07-11T02:31:51.000+0000,yangkun,"When debug zookeeper, run ZooKeeperServerMain then pass 4 args, e.g: 2181 F:\\zk\\data 2000 30, that is:

clientPort = 2181
dataDir = F:\\zk\\data
tickTime = 2000
maxClientCnxns = 30
But ServerConfig#parse(String[]) method has a little problem：

public void parse(String[] args) {
    ...
    if (args.length == 3) {
        tickTime = Integer.parseInt(args[2]);
    }
    if (args.length == 4) {
        maxClientCnxns = Integer.parseInt(args[3]);
    }
}
The problem is:

    if (args.length == 4) {
        maxClientCnxns = Integer.parseInt(args[3]);
    }
It can't parse tickTime, igone the tickTime.This coe snippet should be:

    if (args.length == 4) {
        tickTime = Integer.parseInt(args[2]);
        maxClientCnxns = Integer.parseInt(args[3]);
    }",[],Bug,ZOOKEEPER-2472,Minor,yangkun,Duplicate,2016-07-11T03:18:59.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,ServerConfig#parse(String[]) parse params has problems,2016-07-11T03:43:14.000+0000,[],2.0
Michael Han,"[<JIRA Component: name='java client', id='12312381'>]",2016-07-08T15:52:07.000+0000,Dan Benediktson,"ClientCnxnSocket uses a member variable ""now"" to track the current time, and lastSend / lastHeard variables to track socket liveness. Implementations, and even ClientCnxn itself, are expected to call both updateNow() to reset ""now"" to System.currentTimeMillis, and then call updateLastSend()/updateLastHeard() on IO completions.

This is a fragile contract, so it's not surprising that there's a bug resulting from it: ClientCnxn.SendThread.run() calls updateLastSendAndHeard() as soon as startConnect() returns, but it does not call updateNow() first. I expect when this was written, either the expectation was that startConnect() was an asynchronous operation and that updateNow() would have been called very recently, or simply the requirement to call updateNow() was forgotten at this point. As far as I can see, this bug has been present since the ""updateNow"" method was first introduced in the distant past. As it turns out, since startConnect() calls HostProvider.next(), which can sleep, quite a lot of time can pass, leaving a big gap between ""now"" and now.

If you are using very short session timeouts (one of our ZK ensembles has many clients using a 1-second timeout), this is potentially disastrous, because the sleep time may exceed the connection timeout itself, which can potentially result in the Java client being stuck in a perpetual reconnect loop. The exact code path it goes through in this case is complicated, because there has to be a previously-closed socket still waiting in the selector (otherwise, the first timeout evaluation will not fail because ""now"" still hasn't been updated, and then the actual connect timeout will be applied in ClientCnxnSocket.doTransport()) so that select() will harvest the IO from the previous socket and updateNow(), resulting in the next loop through ClientCnxnSocket.SendThread.run() observing the spurious timeout and failing. In practice it does happen to us fairly frequently; we only got to the bottom of the bug yesterday. Worse, when it does happen, the Zookeeper client object is rendered unusable: it's stuck in a perpetual reconnect loop where it keeps sleeping, opening a socket, and immediately closing it.

I have a patch. Rather than calling updateNow() right after startConnect(), my fix is to remove the ""now"" member variable and the updateNow() method entirely, and to instead just call System.currentTimeMillis() whenever time needs to be evaluated. I realize there is a benefit (aside from a trivial micro-optimization not worth worrying about) to having the time be ""fixed"", particularly for truth in the logging: if time is fixed by an updateNow() call, then the log for a timeout will still show exactly the same value the code reasoned about. However, this benefit is in my opinion not enough to merit the fragility of the contract which led to this (for us) highly impactful and difficult-to-find bug in the first place.

I'm currently running ant tests locally against my patch on trunk, and then I'll upload it here.",[],Bug,ZOOKEEPER-2471,Major,Dan Benediktson,,,This issue is being actively worked on at the moment by the assignee.,In Progress,0.0,"Java Zookeeper Client incorrectly considers time spent sleeping as time spent connecting, potentially resulting in infinite reconnect loop",2019-12-13T01:26:08.000+0000,"[<JIRA Version: name='3.5.3', id='12335444'>]",8.0
Edward Ribeiro,"[<JIRA Component: name='server', id='12312382'>]",2016-07-08T04:59:48.000+0000,Alexander Shraer,"Based on bug report from ykgarfield:

ServerConfig#parse(String[]) method has the following code:

    public void parse(String[] args) {
        ...
        if (args.length == 3) {
                tickTime = Integer.parseInt(args[2]);
        }
        if (args.length == 4) {
                maxClientCnxns = Integer.parseInt(args[3]);
        }
    }
    ```

So if args.length == 4 tickTime isn't parsed.","[<JIRA Version: name='3.4.10', id='12338036'>, <JIRA Version: name='3.5.3', id='12335444'>, <JIRA Version: name='3.6.0', id='12326518'>]",Bug,ZOOKEEPER-2470,Trivial,Alexander Shraer,Fixed,2016-12-22T03:12:38.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,ServerConfig#parse(String[])  ignores tickTime,2017-03-31T09:01:16.000+0000,"[<JIRA Version: name='3.4.7', id='12325149'>, <JIRA Version: name='3.5.1', id='12326786'>]",8.0
